sigma,death-seeds,terminal-rules-seeds,cluster,pc1,pc2,death-mean,death-range,terminal-rules-mean,phenotype-activity-per-cell,entropy-early,entropy-middle,entropy-late,entropy-terminal,top1-terminal,top4-terminal,active-rules-terminal,terminal-rule-flux,class4-early,class4-middle,class4-late,class4-terminal,class4-peak,entropy-delta
47651302,29|27|64,1|1|1,0,9.05805484,-1.80241881,40.0000000,37.0000000,1.00000000,0.0393518519,0.387573450,0.0498634353,0.00374539572,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0245833333,0.00180555556,0.00000000,0.00000000,0.105555556,-0.383828054
47652310,29|36|42,1|1|1,0,8.89818571,-1.65724957,35.6666667,13.0000000,1.00000000,0.0421296296,0.366164723,0.00729366341,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0369444444,0.00000000,0.00000000,0.00000000,0.111111111,-0.366164723
50123674,37|59|36,1|1|1,0,8.95062283,-1.90084217,44.0000000,23.0000000,1.00000000,0.0480555556,0.354414645,0.00836389720,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0147222222,0.00000000,0.00000000,0.00000000,0.0833333333,-0.354414645
50126734,120|120|120,27|39|28,1,-2.37756503,-1.86857498,120.000000,0.00000000,31.3333333,0.218750000,0.580658574,0.542028202,0.583481867,0.574890945,0.116666667,0.350000000,31.3333333,0.411111111,0.0231944444,0.00875000000,0.0203252033,0.00555555556,0.111111111,0.00282329378
50126743,120|120|120,29|27|22,1,-1.61983240,-0.102315388,120.000000,0.00000000,26.0000000,0.291666667,0.585530216,0.518684665,0.518216102,0.529770420,0.166666667,0.422222222,26.0000000,0.383333333,0.0548611111,0.105138889,0.0860433604,0.0833333333,0.222222222,-0.0673141142
50132746,120|120|120,39|40|33,1,-3.60558611,-0.152492995,120.000000,0.00000000,37.3333333,0.332824074,0.644408116,0.614503793,0.634938951,0.613502430,0.100000000,0.316666667,37.3333333,0.433333333,0.0501388889,0.0725000000,0.0907859079,0.155555556,0.216666667,-0.00946916516
50163247,120|120|120,26|34|31,1,-1.43748625,-1.55580424,120.000000,0.00000000,30.3333333,0.213009259,0.543351115,0.427646498,0.518539773,0.545873715,0.211111111,0.400000000,30.3333333,0.377777778,0.0373611111,0.0144444444,0.0231707317,0.0166666667,0.133333333,-0.0248113419
50241673,120|120|120,13|9|23,1,1.51248136,-1.38896550,120.000000,0.00000000,15.0000000,0.299768519,0.467404925,0.351643061,0.374244492,0.376989947,0.366666667,0.705555556,15.0000000,0.216666667,0.0308333333,0.00388888889,0.00271002710,0.00000000,0.100000000,-0.0931604329
50321476,120|37|120,2|1|2,0,8.75748387,-1.79535452,92.3333333,83.0000000,1.66666667,0.0622685185,0.364998788,0.0384459092,0.0294466113,0.0294466113,0.955555556,1.00000000,1.66666667,0.00000000,0.0198611111,0.00000000,0.00000000,0.00000000,0.0777777778,-0.335552176
50361472,56|46|43,1|1|1,0,8.59360529,-1.80905580,48.3333333,13.0000000,1.00000000,0.0640277778,0.420645315,0.0290577872,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0161111111,0.000555555556,0.00000000,0.00000000,0.0722222222,-0.420645315
50364271,120|120|120,33|29|16,1,-0.990984216,2.64000542,120.000000,0.00000000,26.0000000,0.328379630,0.576926396,0.411445020,0.499080649,0.498540901,0.238888889,0.533333333,26.0000000,0.300000000,0.0515277778,0.232222222,0.252574526,0.294444444,0.466666667,-0.0778457475
50371624,120|120|120,3|1|4,0,5.41608575,0.376420805,120.000000,0.00000000,2.66666667,0.368148148,0.568491979,0.299066555,0.100628281,0.0485520357,0.927777778,1.00000000,2.66666667,0.0111111111,0.102361111,0.0441666667,0.00271002710,0.00000000,0.211111111,-0.467863697
50412637,120|120|120,27|12|17,1,0.264545096,-0.0755661644,120.000000,0.00000000,18.6666667,0.246666667,0.563104230,0.422649514,0.449400822,0.434992238,0.311111111,0.600000000,18.6666667,0.261111111,0.0536111111,0.0904166667,0.105420054,0.0722222222,0.200000000,-0.113703408
50421637,120|120|120,16|15|13,1,1.00106275,-1.66754143,120.000000,0.00000000,14.6666667,0.182268519,0.580278744,0.430006216,0.442941515,0.388932117,0.344444444,0.672222222,14.6666667,0.205555556,0.0183333333,0.00888888889,0.0127371274,0.00555555556,0.0777777778,-0.137337228
50461327,120|120|120,16|24|23,1,0.215419648,-1.84793491,120.000000,0.00000000,21.0000000,0.291574074,0.466933728,0.321400136,0.452990329,0.467942189,0.250000000,0.522222222,21.0000000,0.277777778,0.00680555556,0.00486111111,0.00907859079,0.00555555556,0.0611111111,-0.0139433988
50463217,120|120|120,10|11|6,0,3.11114835,-1.76959623,120.000000,0.00000000,9.00000000,0.118796296,0.460993943,0.352013841,0.319676328,0.285104601,0.472222222,0.838888889,9.00000000,0.100000000,0.0115277778,0.00888888889,0.00555555556,0.00000000,0.0611111111,-0.141317615
50471326,120|120|120,3|1|3,0,4.96923485,0.720350555,120.000000,0.00000000,2.33333333,0.356527778,0.560506638,0.398853178,0.136215741,0.0666397765,0.888888889,1.00000000,2.33333333,0.0222222222,0.105416667,0.0825000000,0.0128726287,0.00000000,0.272222222,-0.424290896
50621734,120|120|120,29|25|34,1,-2.08861394,-1.08061391,120.000000,0.00000000,29.3333333,0.263657407,0.577179067,0.572445000,0.550860003,0.563994706,0.122222222,0.372222222,29.3333333,0.355555556,0.0411111111,0.0351388889,0.0600271003,0.0277777778,0.166666667,-0.0263190639
50641372,120|120|120,33|26|18,1,-1.24754635,-1.13183326,120.000000,0.00000000,25.6666667,0.283750000,0.545030202,0.510002597,0.517023260,0.527007813,0.177777778,0.427777778,25.6666667,0.305555556,0.0261111111,0.0280555556,0.0471544715,0.0611111111,0.138888889,-0.0280069418
50672314,120|120|120,6|2|5,0,4.02325010,0.973183106,120.000000,0.00000000,4.33333333,0.340277778,0.554433775,0.460310093,0.234225184,0.110370115,0.833333333,0.977777778,4.33333333,0.0611111111,0.130833333,0.100972222,0.0296747967,0.00000000,0.288888889,-0.320208592
50673142,120|120|120,35|13|28,1,-1.25934313,2.10357056,120.000000,0.00000000,25.3333333,0.213287037,0.563646564,0.486557010,0.531615414,0.507426339,0.194444444,0.477777778,25.3333333,0.311111111,0.132777778,0.183472222,0.168699187,0.211111111,0.422222222,-0.0320311499
50712346,120|120|120,27|25|30,1,-1.52758018,0.669026898,120.000000,0.00000000,27.3333333,0.361574074,0.643420247,0.539231851,0.512896659,0.517700049,0.227777778,0.477777778,27.3333333,0.288888889,0.0622222222,0.104166667,0.136043360,0.138888889,0.266666667,-0.130523588
50723146,120|120|120,31|29|27,1,-1.99738754,-1.13346923,120.000000,0.00000000,29.0000000,0.309074074,0.590465359,0.519427416,0.558191528,0.562028271,0.133333333,0.372222222,29.0000000,0.333333333,0.0265277778,0.0443055556,0.0348238482,0.0388888889,0.161111111,-0.0322738308
50724631,120|120|120,21|15|16,1,0.540596393,2.91117325,120.000000,0.00000000,17.3333333,0.287361111,0.565973939,0.437648722,0.425805598,0.396848413,0.372222222,0.683333333,17.3333333,0.238888889,0.0355555556,0.169722222,0.313143631,0.388888889,0.461111111,-0.140168341
50731642,120|120|120,27|29|26,1,-1.29656883,2.39977565,120.000000,0.00000000,27.3333333,0.242638889,0.561434894,0.463294151,0.505565260,0.520353479,0.211111111,0.488888889,27.3333333,0.333333333,0.139444444,0.219166667,0.229268293,0.211111111,0.361111111,-0.0558696337
50746213,120|120|120,34|34|39,1,-2.84174350,-0.471028449,120.000000,0.00000000,35.6666667,0.305879630,0.571218387,0.523171591,0.554737338,0.607428968,0.100000000,0.305555556,35.6666667,0.438888889,0.0894444444,0.0827777778,0.0497289973,0.0500000000,0.172222222,-0.0164810491
51026437,120|120|120,31|15|37,1,-1.19758661,-1.49067209,120.000000,0.00000000,27.6666667,0.175740741,0.605373108,0.517230670,0.502525425,0.510972998,0.244444444,0.438888889,27.6666667,0.344444444,0.0284722222,0.0205555556,0.0277777778,0.0500000000,0.116666667,-0.102847683
51027364,120|120|120,7|16|11,0,2.28294273,2.64575125,120.000000,0.00000000,11.3333333,0.200925926,0.530273181,0.357421559,0.308694445,0.309191999,0.361111111,0.855555556,11.3333333,0.155555556,0.119166667,0.251250000,0.177777778,0.194444444,0.416666667,-0.221578736
51076243,120|120|120,30|32|25,1,-1.85183139,0.518551612,120.000000,0.00000000,29.0000000,0.231620370,0.615638656,0.528811649,0.533699831,0.555693439,0.127777778,0.400000000,29.0000000,0.311111111,0.109583333,0.128333333,0.0890243902,0.105555556,0.255555556,-0.0819388249
51230674,120|120|120,44|40|47,1,-4.35749636,-0.327918707,120.000000,0.00000000,43.6666667,0.314490741,0.626313871,0.630240157,0.638246269,0.662216366,0.0666666667,0.200000000,43.6666667,0.477777778,0.0975000000,0.0666666667,0.0765582656,0.0666666667,0.211111111,0.0119323984
51240763,120|120|120,39|38|38,1,-3.61862547,0.831536448,120.000000,0.00000000,38.3333333,0.298796296,0.601238539,0.569501999,0.598053533,0.628515446,0.0944444444,0.261111111,38.3333333,0.494444444,0.115277778,0.150138889,0.117073171,0.105555556,0.322222222,-0.00318500635
51246073,120|120|120,20|16|25,1,-0.245453038,3.16028400,120.000000,0.00000000,20.3333333,0.294490741,0.604347866,0.510080984,0.441935149,0.426671606,0.355555556,0.633333333,20.3333333,0.311111111,0.0820833333,0.186527778,0.322086721,0.355555556,0.438888889,-0.162412717
51270643,120|120|120,22|32|27,1,-1.50339327,-1.43265560,120.000000,0.00000000,27.0000000,0.182361111,0.590456659,0.556622793,0.527328010,0.531222425,0.216666667,0.405555556,27.0000000,0.361111111,0.0406944444,0.0294444444,0.0341463415,0.0333333333,0.111111111,-0.0631286483
51340762,120|120|120,6|6|8,0,3.21439999,2.58009399,120.000000,0.00000000,6.66666667,0.163750000,0.581708487,0.366883914,0.254944443,0.254100452,0.438888889,0.944444444,6.66666667,0.0944444444,0.114861111,0.200277778,0.223983740,0.188888889,0.394444444,-0.326764044
51342067,120|120|120,39|40|35,1,-3.60400509,-1.18441111,120.000000,0.00000000,38.0000000,0.262870370,0.623291259,0.608344015,0.619715747,0.622267902,0.0944444444,0.283333333,38.0000000,0.494444444,0.0525000000,0.0434722222,0.0468834688,0.0500000000,0.138888889,-0.00357551161
51437602,120|120|120,42|37|41,1,-4.15759516,-0.472166771,120.000000,0.00000000,40.0000000,0.320324074,0.665882545,0.653621395,0.641651219,0.636438994,0.0722222222,0.255555556,40.0000000,0.488888889,0.0681944444,0.0754166667,0.0754742547,0.0722222222,0.200000000,-0.0242313258
51473206,120|120|120,28|20|23,1,-0.820923451,1.18670780,120.000000,0.00000000,23.6666667,0.233101852,0.558309806,0.440871821,0.467221895,0.503935753,0.188888889,0.483333333,23.6666667,0.350000000,0.0765277778,0.161527778,0.190108401,0.122222222,0.350000000,-0.0910879110
51476023,120|120|120,29|24|22,1,-1.03602629,0.962611450,120.000000,0.00000000,25.0000000,0.222916667,0.564222300,0.465374146,0.503060823,0.510109856,0.194444444,0.477777778,25.0000000,0.316666667,0.0923611111,0.190277778,0.123306233,0.0888888889,0.327777778,-0.0611614767
51642307,120|120|120,9|4|4,0,3.29598406,0.395657130,120.000000,0.00000000,5.66666667,0.143796296,0.558832969,0.365773264,0.250703638,0.256042917,0.377777778,0.950000000,5.66666667,0.138888889,0.0569444444,0.0951388889,0.109078591,0.111111111,0.222222222,-0.308129331
51674302,120|120|120,13|9|3,0,3.43893190,-1.52121414,120.000000,0.00000000,8.33333333,0.0866203704,0.551778501,0.293752413,0.277663108,0.249158495,0.455555556,0.922222222,8.33333333,0.133333333,0.0255555556,0.00194444444,0.00230352304,0.00555555556,0.100000000,-0.274115393
51743620,120|120|120,23|11|21,1,0.523573528,-1.80222649,120.000000,0.00000000,18.3333333,0.122500000,0.547097756,0.440237881,0.436627237,0.437810017,0.244444444,0.605555556,18.3333333,0.250000000,0.0176388889,0.0100000000,0.0197831978,0.0166666667,0.0777777778,-0.110470519
51746230,120|120|120,26|28|21,1,-0.698900011,-1.73342671,120.000000,0.00000000,25.0000000,0.194583333,0.571509430,0.487182115,0.506934631,0.499808092,0.255555556,0.494444444,25.0000000,0.272222222,0.0247222222,0.0206944444,0.0180216802,0.00555555556,0.0833333333,-0.0645747984
52014367,120|120|120,47|45|41,1,-4.60008136,-1.29686069,120.000000,0.00000000,44.3333333,0.276250000,0.663875383,0.639276826,0.643766641,0.661663080,0.0777777778,0.216666667,44.3333333,0.588888889,0.0502777778,0.0579166667,0.0430894309,0.0333333333,0.138888889,-0.0201087419
52340176,120|120|120,1|1|1,0,7.51386418,-1.14071527,120.000000,0.00000000,1.00000000,0.0740740741,0.357928289,0.0117933143,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0398611111,0.00180555556,0.00000000,0.00000000,0.111111111,-0.357928289
52340671,120|120|120,18|18|18,1,1.26203419,0.226524678,120.000000,0.00000000,18.0000000,0.145509259,0.545406330,0.399029332,0.394622940,0.373159474,0.383333333,0.705555556,18.0000000,0.177777778,0.100138889,0.102777778,0.0765582656,0.0333333333,0.266666667,-0.150783389
52347061,120|120|120,27|20|32,1,-0.974196113,-0.836432802,120.000000,0.00000000,26.3333333,0.276944444,0.534514463,0.483110537,0.501371568,0.516737104,0.194444444,0.483333333,26.3333333,0.272222222,0.0701388889,0.0440277778,0.0235772358,0.0222222222,0.166666667,-0.0331428952
52347160,120|120|120,21|25|21,1,-0.224486510,-1.84842599,120.000000,0.00000000,22.3333333,0.292453704,0.515318753,0.415948491,0.449622231,0.482812450,0.205555556,0.533333333,22.3333333,0.300000000,0.0115277778,0.00250000000,0.00176151762,0.00000000,0.0666666667,-0.0656965221
52410736,120|106|110,6|1|1,0,5.23913047,11.4254361,112.000000,14.0000000,2.66666667,0.202777778,0.567395329,0.310684298,0.110074089,0.0541424012,0.922222222,0.977777778,2.66666667,0.0277777778,0.180972222,0.581250000,0.846070461,0.922222222,0.927777778,-0.457321240
52413076,120|120|120,7|1|6,0,4.26864869,1.66011981,120.000000,0.00000000,4.66666667,0.383796296,0.567557914,0.361052519,0.200691236,0.117179476,0.822222222,0.966666667,4.66666667,0.0388888889,0.102638889,0.162222222,0.114363144,0.0500000000,0.305555556,-0.366866678
52413670,120|120|120,8|1|7,0,4.74271828,-1.04530993,120.000000,0.00000000,5.33333333,0.369675926,0.552667795,0.251230440,0.137356106,0.144170876,0.772222222,0.933333333,5.33333333,0.0555555556,0.0163888889,0.00263888889,0.00216802168,0.00000000,0.0611111111,-0.415311689
52461703,120|120|120,32|25|24,1,-1.52137729,1.16443644,120.000000,0.00000000,27.0000000,0.251064815,0.500967117,0.500959325,0.582110060,0.514300444,0.227777778,0.483333333,27.0000000,0.322222222,0.126250000,0.192777778,0.0887533875,0.0666666667,0.388888889,0.0811429433
52463170,120|120|120,2|6|5,0,4.40912079,-1.18919390,120.000000,0.00000000,4.33333333,0.335277778,0.534947580,0.403993785,0.234450544,0.0967096168,0.861111111,0.977777778,4.33333333,0.0444444444,0.0125000000,0.00263888889,0.000135501355,0.00000000,0.0611111111,-0.300497036
52467031,120|120|120,13|10|9,0,2.04888725,2.52942598,120.000000,0.00000000,10.6666667,0.139259259,0.552342435,0.420147669,0.350109807,0.332932988,0.350000000,0.811111111,10.6666667,0.111111111,0.118472222,0.176250000,0.249593496,0.283333333,0.327777778,-0.202232629
52643071,120|120|120,11|11|3,0,3.42515322,-1.04401241,120.000000,0.00000000,8.33333333,0.249814815,0.514052071,0.343505250,0.282256157,0.230372817,0.638888889,0.861111111,8.33333333,0.0888888889,0.0318055556,0.00902777778,0.0149051491,0.0166666667,0.111111111,-0.231795914
52716043,120|118|120,31|20|26,1,-1.04329343,-1.16697536,119.333333,2.00000000,25.6666667,0.235000000,0.626408775,0.547020199,0.495168549,0.519862373,0.183333333,0.455555556,25.6666667,0.244444444,0.0461111111,0.0393055556,0.0172086721,0.0388888889,0.122222222,-0.131240226
52740361,120|120|120,13|17|18,1,0.511804426,3.31516085,120.000000,0.00000000,16.0000000,0.173796296,0.565131689,0.405010690,0.427673258,0.434603805,0.200000000,0.611111111,16.0000000,0.183333333,0.116250000,0.236111111,0.339972900,0.200000000,0.538888889,-0.137458431
52743061,120|120|120,17|25|21,1,-0.535114538,0.388878128,120.000000,0.00000000,21.0000000,0.198379630,0.563031742,0.505247114,0.480468332,0.486911319,0.188888889,0.483333333,21.0000000,0.255555556,0.0700000000,0.118888889,0.136043360,0.0777777778,0.283333333,-0.0825634107
52760134,120|120|120,1|1|1,0,7.39858377,-1.13320742,120.000000,0.00000000,1.00000000,0.0883333333,0.415703693,0.0209381679,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0344444444,0.00791666667,0.00000000,0.00000000,0.100000000,-0.415703693
53064271,120|120|120,28|25|10,1,-0.857157253,1.09006498,120.000000,0.00000000,21.0000000,0.373425926,0.621642869,0.549646601,0.499159532,0.459226309,0.211111111,0.600000000,21.0000000,0.277777778,0.0565277778,0.134722222,0.131436314,0.200000000,0.277777778,-0.122483337
53076214,120|120|120,26|24|18,1,-1.34302135,1.28004324,120.000000,0.00000000,22.6666667,0.368888889,0.638533058,0.593528672,0.524868858,0.483614946,0.200000000,0.533333333,22.6666667,0.277777778,0.0912500000,0.128888889,0.168699187,0.122222222,0.316666667,-0.113664200
53076421,120|120|120,39|31|39,1,-3.51510521,-0.352116549,120.000000,0.00000000,36.3333333,0.288425926,0.618672549,0.608041926,0.637536076,0.616262269,0.0888888889,0.272222222,36.3333333,0.422222222,0.0937500000,0.0779166667,0.0380758808,0.0555555556,0.238888889,0.0188635264
53264071,120|120|120,27|22|4,1,0.598343568,7.06132651,120.000000,0.00000000,17.6666667,0.314305556,0.598887389,0.473794905,0.405373412,0.351992472,0.477777778,0.744444444,17.6666667,0.205555556,0.174583333,0.376527778,0.513008130,0.605555556,0.638888889,-0.193513977
53276410,120|120|120,30|34|26,1,-1.89452951,-1.32763123,120.000000,0.00000000,30.0000000,0.313564815,0.634298981,0.612336779,0.543877927,0.527455871,0.244444444,0.483333333,30.0000000,0.338888889,0.0334722222,0.0318055556,0.0155826558,0.0277777778,0.111111111,-0.0904210543
53467021,120|120|120,20|3|15,0,1.85083570,3.42915923,120.000000,0.00000000,12.6666667,0.362037037,0.556229947,0.464591376,0.358131594,0.274214580,0.572222222,0.816666667,12.6666667,0.116666667,0.152916667,0.218472222,0.209078591,0.238888889,0.450000000,-0.198098352
53467102,120|120|120,17|36|32,1,-1.99818054,1.89163567,120.000000,0.00000000,28.3333333,0.295277778,0.583776590,0.571581348,0.529824673,0.551325040,0.144444444,0.383333333,28.3333333,0.311111111,0.174027778,0.167500000,0.172086721,0.100000000,0.355555556,-0.0539519169
53470162,120|120|120,29|24|21,1,-1.08220133,2.62385573,120.000000,0.00000000,24.6666667,0.295462963,0.597661500,0.566525919,0.488693589,0.479462012,0.272222222,0.561111111,24.6666667,0.305555556,0.121111111,0.153055556,0.265311653,0.288888889,0.383333333,-0.108967911
53647012,120|120|120,29|25|31,1,-1.73904148,-0.253259572,120.000000,0.00000000,28.3333333,0.277916667,0.581482643,0.551288062,0.560004080,0.546549497,0.155555556,0.416666667,28.3333333,0.255555556,0.0670833333,0.0616666667,0.0952574526,0.0722222222,0.211111111,-0.0214785624
53670412,120|120|120,32|31|33,1,-2.47867414,1.46103265,120.000000,0.00000000,32.0000000,0.301620370,0.616033090,0.574546503,0.557154645,0.575173262,0.161111111,0.355555556,32.0000000,0.344444444,0.101805556,0.128472222,0.172764228,0.211111111,0.344444444,-0.0588784446
54076231,120|120|120,26|28|35,1,-2.02790544,0.976139138,120.000000,0.00000000,29.6666667,0.260231481,0.556076916,0.519550718,0.557823952,0.561560255,0.138888889,0.383333333,29.6666667,0.333333333,0.112777778,0.143750000,0.141192412,0.116666667,0.305555556,0.00174703606
54271306,120|120|120,20|30|15,1,-0.200559280,0.624962553,120.000000,0.00000000,21.6666667,0.185833333,0.507654839,0.432411748,0.460959479,0.482462814,0.194444444,0.522222222,21.6666667,0.261111111,0.0722222222,0.133055556,0.137940379,0.150000000,0.261111111,-0.0466953599
54371602,120|120|120,18|35|27,1,-1.65829313,-0.0896785934,120.000000,0.00000000,26.6666667,0.216018519,0.566641081,0.539476901,0.514855084,0.541906770,0.111111111,0.377777778,26.6666667,0.355555556,0.0808333333,0.0952777778,0.0815718157,0.0500000000,0.266666667,-0.0517859969
54372601,120|120|120,34|27|32,1,-2.31708842,-0.916843857,120.000000,0.00000000,31.0000000,0.297083333,0.574830895,0.550761739,0.567334325,0.578233243,0.116666667,0.350000000,31.0000000,0.350000000,0.0618055556,0.0413888889,0.0410569106,0.0500000000,0.144444444,-0.00749656995
54376012,120|120|120,35|33|30,1,-2.05800357,0.219239133,120.000000,0.00000000,32.6666667,0.227731481,0.586767163,0.583377876,0.550027073,0.557915870,0.200000000,0.422222222,32.6666667,0.311111111,0.0901388889,0.0648611111,0.122764228,0.122222222,0.255555556,-0.0367400903
56041372,120|120|120,1|1|1,0,7.29762857,-1.11907124,120.000000,0.00000000,1.00000000,0.0884722222,0.407844075,0.0725924572,0.00126129154,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0379166667,0.00611111111,0.000677506775,0.00000000,0.100000000,-0.406582783
56074132,120|120|120,19|23|18,1,0.694909993,1.18832142,120.000000,0.00000000,20.0000000,0.195138889,0.519623318,0.418533944,0.414277131,0.410831027,0.361111111,0.666666667,20.0000000,0.216666667,0.137361111,0.174861111,0.0974254743,0.0722222222,0.311111111,-0.105346187
56140723,120|120|120,26|36|37,1,-2.44430276,1.89825459,120.000000,0.00000000,33.0000000,0.321250000,0.557301996,0.563547849,0.557607735,0.570598716,0.172222222,0.388888889,33.0000000,0.350000000,0.154583333,0.181944444,0.144444444,0.166666667,0.361111111,0.000305739901
56372041,120|120|120,19|23|24,1,-0.358602857,-0.0365295359,120.000000,0.00000000,22.0000000,0.205925926,0.581298940,0.543543721,0.480204375,0.461332890,0.277777778,0.566666667,22.0000000,0.233333333,0.0697222222,0.0847222222,0.104742547,0.0833333333,0.205555556,-0.101094565
56372104,108|120|48,9|7|3,0,5.10716111,6.83041808,92.0000000,72.0000000,6.33333333,0.180509259,0.553131210,0.358592676,0.230351259,0.172792603,0.672222222,0.938888889,6.33333333,0.0555555556,0.100138889,0.378055556,0.573035230,0.661111111,0.694444444,-0.322779950
56742013,40|120|120,2|2|2,0,7.67991546,-1.97961079,93.3333333,80.0000000,2.00000000,0.0476851852,0.305891934,0.116679989,0.116679989,0.116679989,0.644444444,1.00000000,2.00000000,0.00000000,0.0150000000,0.00000000,0.00000000,0.00000000,0.0777777778,-0.189211945
70132465,120|120|120,47|40|39,1,-4.32853352,-1.18523034,120.000000,0.00000000,42.0000000,0.382129630,0.659809100,0.640098357,0.648244527,0.648298419,0.0833333333,0.227777778,42.0000000,0.483333333,0.0288888889,0.0238888889,0.0575880759,0.0555555556,0.155555556,-0.0115645734
70132645,120|120|120,41|36|39,1,-3.64557934,-0.809660602,120.000000,0.00000000,38.6666667,0.398194444,0.644396637,0.615132444,0.620244222,0.634254795,0.0666666667,0.238888889,38.6666667,0.344444444,0.0404166667,0.0506944444,0.0723577236,0.0666666667,0.138888889,-0.0241524147
70142536,120|120|120,13|13|23,1,1.06883417,-0.772847991,120.000000,0.00000000,16.3333333,0.288055556,0.552920271,0.408159150,0.392514148,0.390342352,0.355555556,0.700000000,16.3333333,0.211111111,0.0420833333,0.0595833333,0.0307588076,0.00555555556,0.155555556,-0.160406123
70145326,120|120|120,36|34|30,1,-2.78533506,-1.76003185,120.000000,0.00000000,33.3333333,0.350324074,0.615505503,0.563840749,0.585309952,0.592052781,0.116666667,0.327777778,33.3333333,0.394444444,0.0200000000,0.00958333333,0.0184281843,0.0166666667,0.0666666667,-0.0301955511
70214653,120|120|120,19|18|13,1,0.720368881,-1.93598280,120.000000,0.00000000,16.6666667,0.171342593,0.584075246,0.494319152,0.454517761,0.397337104,0.366666667,0.655555556,16.6666667,0.205555556,0.00986111111,0.00263888889,0.00162601626,0.00555555556,0.0500000000,-0.129557485
70215346,120|120|120,26|18|13,1,-0.438556255,0.699749913,120.000000,0.00000000,19.0000000,0.410277778,0.637122111,0.563690196,0.465292592,0.441801914,0.261111111,0.600000000,19.0000000,0.222222222,0.0341666667,0.107083333,0.143495935,0.144444444,0.250000000,-0.171829518
70235641,120|120|120,38|45|33,1,-3.97291691,-1.30584457,120.000000,0.00000000,38.6666667,0.363472222,0.626547228,0.624974291,0.651500457,0.629355847,0.0888888889,0.266666667,38.6666667,0.488888889,0.0391666667,0.0388888889,0.0357723577,0.0444444444,0.111111111,0.0249532287
70254163,120|120|120,31|39|39,1,-3.54062294,-0.359485387,120.000000,0.00000000,36.3333333,0.430462963,0.621000070,0.615251577,0.607702696,0.615962128,0.0944444444,0.288888889,36.3333333,0.422222222,0.0723611111,0.0647222222,0.0775067751,0.0500000000,0.177777778,-0.0132973736
70341562,120|120|120,8|7|7,0,3.32406454,-1.40860427,120.000000,0.00000000,7.33333333,0.202129630,0.512933476,0.300629872,0.266487643,0.253029680,0.377777778,0.938888889,7.33333333,0.144444444,0.0255555556,0.00444444444,0.00203252033,0.00000000,0.0777777778,-0.246445832
70345621,120|120|120,19|22|21,1,-0.715127175,-2.02443695,120.000000,0.00000000,20.6666667,0.249814815,0.568258810,0.519958838,0.518992173,0.486099132,0.172222222,0.494444444,20.6666667,0.277777778,0.00555555556,0.00361111111,0.00121951220,0.00000000,0.0500000000,-0.0492666364
70354162,120|120|120,35|38|30,1,-3.19711531,-0.597754059,120.000000,0.00000000,34.3333333,0.379583333,0.590543608,0.585404236,0.597496639,0.605854380,0.0888888889,0.277777778,34.3333333,0.416666667,0.0840277778,0.0601388889,0.0304878049,0.0388888889,0.172222222,0.00695303064
70432651,120|120|120,29|11|11,1,-0.0208405811,-1.36844707,120.000000,0.00000000,17.0000000,0.295138889,0.569319229,0.497122313,0.469635455,0.442467937,0.222222222,0.555555556,17.0000000,0.238888889,0.0337500000,0.00791666667,0.0128726287,0.00555555556,0.105555556,-0.0996837738
70435612,120|120|120,10|21|15,1,1.39917565,-1.70701410,120.000000,0.00000000,15.3333333,0.257129630,0.513106080,0.426344975,0.379871456,0.370789885,0.377777778,0.700000000,15.3333333,0.194444444,0.0104166667,0.00277777778,0.00650406504,0.00555555556,0.0555555556,-0.133234624
70546321,120|120|120,31|32|29,1,-2.50178178,1.32018289,120.000000,0.00000000,30.6666667,0.375555556,0.576027156,0.558505634,0.568184660,0.569028927,0.133333333,0.366666667,30.6666667,0.350000000,0.171666667,0.158611111,0.0754742547,0.0555555556,0.333333333,-0.00784249557
70563412,39|67|39,1|1|1,0,8.75219533,-1.37796294,48.3333333,28.0000000,1.00000000,0.0768981481,0.425529093,0.0277539995,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0540277778,0.00152777778,0.00000000,0.00000000,0.116666667,-0.425529093
70632514,120|120|120,4|4|4,0,3.67731220,-0.840261606,120.000000,0.00000000,4.00000000,0.477083333,0.537490317,0.247786326,0.231021855,0.225482341,0.405555556,1.00000000,4.00000000,0.0833333333,0.0238888889,0.00333333333,0.00000000,0.00000000,0.0777777778,-0.306468462
70643152,120|120|120,13|13|5,0,2.55342576,-1.54090287,120.000000,0.00000000,10.3333333,0.172546296,0.548542468,0.457848621,0.340239957,0.282750768,0.516666667,0.861111111,10.3333333,0.127777778,0.0158333333,0.0181944444,0.00392953930,0.00000000,0.0777777778,-0.208302511
